gameid,date,game,teamname,side,result,gamelength,ckpm,golddiffat15,xpdiffat15,csdiffat15,firstblood,firstdragon,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,kills,deaths,assists,wpm,wcpm,vspm,dragons,elementaldrakes,elders
LOLTMNT02_394154,2026-04-30 11:13:48,1,Dplus Kia,Red,1,1924,0.8732,463.0,-476.0,-13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18,10,42,3.6798,1.5593,9.6674,2.0,2.0,0.0
LOLTMNT02_395149,2026-04-30 12:08:17,2,BNK FEARX,Blue,0,1694,0.7792,-155.0,50.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,17,8,3.1169,1.2043,7.7568,0.0,0.0,0.0
LOLTMNT02_395149,2026-04-30 12:08:17,2,Dplus Kia,Red,1,1694,0.7792,155.0,-50.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,5,34,3.2586,1.771,10.6966,4.0,4.0,0.0
LOLTMNT02_395369,2026-05-01 08:06:11,1,HANJIN BRION,Blue,1,1853,0.4857,2234.0,706.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,2,32,3.0437,1.2952,9.034,3.0,3.0,0.0
LOLTMNT02_395369,2026-05-01 08:06:11,1,DN SOOPers,Red,0,1853,0.4857,-2234.0,-706.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,6,2.8171,1.4895,8.5159,1.0,1.0,0.0
LOLTMNT02_394364,2026-05-01 08:58:55,2,HANJIN BRION,Blue,1,2139,0.8696,-678.0,51.0,-30.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,22,10,50,3.7868,2.1038,11.3043,3.0,3.0,0.0
LOLTMNT02_394364,2026-05-01 08:58:55,2,DN SOOPers,Red,0,2139,0.8696,678.0,-51.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9,22,24,3.7027,1.5147,10.0421,2.0,2.0,0.0
LOLTMNT02_395396,2026-05-01 10:22:34,1,Hanwha Life Esports,Blue,1,2007,1.1061,-2095.0,-2371.0,-25.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19,18,46,3.9462,1.704,11.0912,2.0,2.0,0.0
LOLTMNT02_395396,2026-05-01 10:22:34,1,T1,Red,0,2007,1.1061,2095.0,2371.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18,19,35,4.2451,1.6143,10.6129,3.0,3.0,0.0
LOLTMNT02_395404,2026-05-01 11:19:40,2,Hanwha Life Esports,Blue,0,2088,0.7471,-197.0,662.0,17.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8,18,16,3.9655,1.7816,10.0862,1.0,1.0,0.0
LOLTMNT02_395404,2026-05-01 11:19:40,2,T1,Red,1,2088,0.7471,197.0,-662.0,-17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18,8,52,4.3391,1.5805,10.2011,4.0,4.0,0.0
LOLTMNT02_395414,2026-05-01 12:17:37,3,T1,Blue,0,1806,0.9635,-3625.0,-3422.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,19,21,4.3522,1.495,10.0997,0.0,0.0,0.0
LOLTMNT02_395414,2026-05-01 12:17:37,3,Hanwha Life Esports,Red,1,1806,0.9635,3625.0,3422.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,10,43,3.9535,2.1262,12.1927,4.0,4.0,0.0
LOLTMNT02_395585,2026-05-02 08:06:29,1,Dplus Kia,Blue,0,1635,0.5505,1157.0,-453.0,-13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,11,7,3.5963,1.5413,9.3945,0.0,0.0,0.0
LOLTMNT02_395585,2026-05-02 08:06:29,1,Gen.G,Red,1,1635,0.5505,-1157.0,453.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,11,4,28,3.9633,1.9083,10.9358,3.0,3.0,0.0
LOLTMNT02_395589,2026-05-02 08:55:15,2,Gen.G,Blue,0,1888,0.6992,-1096.0,-1648.0,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,14,17,3.6229,1.8114,10.8051,0.0,0.0,0.0
LOLTMNT02_395589,2026-05-02 08:55:15,2,Dplus Kia,Red,1,1888,0.6992,1096.0,1648.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,8,30,3.6547,1.7797,10.678,4.0,4.0,0.0
LOLTMNT02_394531,2026-05-02 09:50:07,3,Dplus Kia,Blue,0,1629,0.6998,-2552.0,-2637.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,13,3.6096,1.3628,8.8398,0.0,0.0,0.0
LOLTMNT02_394531,2026-05-02 09:50:07,3,Gen.G,Red,1,1629,0.6998,2552.0,2637.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,5,33,3.4991,1.8416,9.9079,4.0,4.0,0.0
LOLTMNT02_394554,2026-05-02 11:03:54,1,Kiwoom DRX,Blue,1,1712,1.1215,-478.0,-1160.0,-6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,7,66,3.4696,1.7523,10.3738,4.0,4.0,0.0
LOLTMNT02_394554,2026-05-02 11:03:54,1,Nongshim RedForce,Red,0,1712,1.1215,478.0,1160.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,25,13,3.2243,1.4369,8.4463,0.0,0.0,0.0
LOLTMNT02_395635,2026-05-02 11:52:31,2,Kiwoom DRX,Blue,1,2273,1.1351,-2.0,493.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,26,17,64,3.2468,1.7158,9.9252,4.0,4.0,0.0
LOLTMNT02_395635,2026-05-02 11:52:31,2,Nongshim RedForce,Red,0,2273,1.1351,2.0,-493.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17,26,42,3.7484,1.4254,9.2125,1.0,1.0,0.0
LOLTMNT02_395698,2026-05-03 08:05:43,1,KT Rolster,Blue,0,2446,0.9567,43.0,144.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13,26,31,4.1946,2.4775,12.7555,1.0,1.0,0.0
LOLTMNT02_395698,2026-05-03 08:05:43,1,HANJIN BRION,Red,1,2446,0.9567,-43.0,-144.0,-4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,26,13,56,5.0777,2.5511,14.2764,5.0,4.0,1.0
LOLTMNT02_395710,2026-05-03 09:08:53,2,HANJIN BRION,Blue,1,1853,0.8095,-427.0,528.0,26.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,18,7,46,3.8208,1.7809,10.7501,2.0,2.0,0.0
LOLTMNT02_395710,2026-05-03 09:08:53,2,KT Rolster,Red,0,1853,0.8095,427.0,-528.0,-26.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7,18,16,3.8532,2.0399,10.7825,2.0,2.0,0.0
LOLTMNT02_395739,2026-05-03 10:24:27,1,BNK FEARX,Blue,1,1635,0.9174,-1210.0,-762.0,-2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,18,7,41,3.3394,1.578,8.7706,2.0,2.0,0.0
LOLTMNT02_395739,2026-05-03 10:24:27,1,DN SOOPers,Red,0,1635,0.9174,1210.0,762.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7,19,16,3.0092,1.3578,8.2569,1.0,1.0,0.0
LOLTMNT02_395741,2026-05-03 11:12:34,2,BNK FEARX,Blue,1,1802,1.0655,6178.0,3356.0,75.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,23,10,45,4.1287,1.4317,9.7891,3.0,3.0,0.0
LOLTMNT02_395741,2026-05-03 11:12:34,2,DN SOOPers,Red,0,1802,1.0655,-6178.0,-3356.0,-75.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,23,20,3.7292,1.6981,9.4229,1.0,1.0,0.0
LOLTMNT01_375534,2026-05-06 08:06:15,1,Nongshim RedForce,Blue,0,2536,1.112,-472.0,-756.0,-5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,20,28,44,3.5252,1.6562,9.4164,2.0,2.0,0.0
LOLTMNT01_375534,2026-05-06 08:06:15,1,Gen.G,Red,1,2536,1.112,472.0,756.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,27,20,65,3.7382,2.011,11.0252,4.0,4.0,0.0
LOLTMNT01_375573,2026-05-06 09:11:56,2,Gen.G,Blue,1,2174,0.9384,1882.0,1330.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,26,8,64,3.6983,2.0699,11.012,3.0,3.0,0.0
LOLTMNT01_375573,2026-05-06 09:11:56,2,Nongshim RedForce,Red,0,2174,0.9384,-1882.0,-1330.0,-13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,26,16,3.7259,1.4351,9.1628,2.0,2.0,0.0
LOLTMNT01_376550,2026-05-06 10:34:43,1,DN SOOPers,Blue,0,1590,1.0943,-1383.0,-1798.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,22,12,3.2075,1.434,9.6604,0.0,0.0,0.0
LOLTMNT01_376550,2026-05-06 10:34:43,1,Hanwha Life Esports,Red,1,1590,1.0943,1383.0,1798.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,22,7,48,3.5849,1.8868,10.1887,4.0,4.0,0.0
LOLTMNT01_376585,2026-05-06 11:22:02,2,Hanwha Life Esports,Blue,1,2141,1.0649,780.0,645.0,-14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,21,18,52,3.7833,1.9337,10.4531,3.0,3.0,0.0
LOLTMNT01_376585,2026-05-06 11:22:02,2,DN SOOPers,Red,0,2141,1.0649,-780.0,-645.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,17,21,45,3.419,1.4853,9.5002,2.0,2.0,0.0
LOLTMNT01_378089,2026-05-07 08:07:34,1,KT Rolster,Blue,1,1915,0.4073,-1028.0,-1715.0,-7.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10,3,26,3.4465,1.7546,10.2454,3.0,3.0,0.0
LOLTMNT01_378089,2026-05-07 08:07:34,1,Dplus Kia,Red,0,1915,0.4073,1028.0,1715.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3,10,8,3.3525,1.9112,10.2768,1.0,1.0,0.0
LOLTMNT01_378106,2026-05-07 09:01:55,2,KT Rolster,Blue,1,2454,0.6846,-4201.0,-3280.0,-79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,13,39,4.1809,2.2005,10.5868,3.0,3.0,0.0
LOLTMNT01_378106,2026-05-07 09:01:55,2,Dplus Kia,Red,0,2454,0.6846,4201.0,3280.0,79.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,13,15,30,3.643,1.956,11.5159,3.0,3.0,0.0
LOLTMNT01_378144,2026-05-07 10:30:17,1,BNK FEARX,Blue,0,1760,0.8864,-2762.0,-1330.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,20,16,3.8523,1.7045,10.0568,2.0,2.0,0.0
LOLTMNT01_378144,2026-05-07 10:30:17,1,HANJIN BRION,Red,1,1760,0.8864,2762.0,1330.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,6,48,3.9886,1.6364,10.5682,2.0,2.0,0.0
LOLTMNT01_378170,2026-05-07 11:22:31,2,HANJIN BRION,Blue,1,2071,0.985,267.0,-930.0,-6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,19,15,48,3.5056,1.6224,9.3868,3.0,3.0,0.0
LOLTMNT01_378170,2026-05-07 11:22:31,2,BNK FEARX,Red,0,2071,0.985,-267.0,930.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15,19,40,3.5925,1.7383,9.8503,2.0,2.0,0.0
LOLTMNT01_378734,2026-05-08 08:05:48,1,T1,Blue,1,1530,0.9804,1040.0,-66.0,-8.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19,6,48,3.2549,1.451,9.9216,3.0,3.0,0.0
LOLTMNT01_378734,2026-05-08 08:05:48,1,DN SOOPers,Red,0,1530,0.9804,-1040.0,66.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6,19,4,3.1765,1.1765,7.6863,1.0,1.0,0.0
LOLTMNT01_378764,2026-05-08 08:52:21,2,T1,Blue,1,1486,0.8883,6271.0,4525.0,73.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18,4,46,3.7147,1.2113,9.6501,4.0,4.0,0.0
LOLTMNT01_378764,2026-05-08 08:52:21,2,DN SOOPers,Red,0,1486,0.8883,-6271.0,-4525.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18,9,3.0686,1.6958,8.3176,0.0,0.0,0.0
LOLTMNT01_378900,2026-05-08 10:40:52,1,Gen.G,Blue,1,1679,1.215,4431.0,4710.0,37.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,29,6,69,3.5378,1.1435,9.7201,3.0,3.0,0.0
LOLTMNT01_378900,2026-05-08 10:40:52,1,Kiwoom DRX,Red,0,1679,1.215,-4431.0,-4710.0,-37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,29,12,2.7516,1.1435,7.9333,1.0,1.0,0.0
LOLTMNT01_377874,2026-05-08 11:32:42,2,Gen.G,Blue,1,1792,0.8705,1855.0,1627.0,33.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,19,7,46,3.3817,1.7076,9.6429,2.0,2.0,0.0
LOLTMNT01_377874,2026-05-08 11:32:42,2,Kiwoom DRX,Red,0,1792,0.8705,-1855.0,-1627.0,-33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,19,19,2.8795,1.5067,8.2366,2.0,2.0,0.0
LOLTMNT01_380497,2026-05-09 08:06:41,1,KT Rolster,Blue,0,1854,0.6796,-1627.0,-2534.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16,13,3.9806,1.1327,8.6408,0.0,0.0,0.0
LOLTMNT01_380497,2026-05-09 08:06:41,1,BNK FEARX,Red,1,1854,0.6796,1627.0,2534.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16,5,37,3.754,1.6505,10.9385,4.0,4.0,0.0
LOLTMNT01_380553,2026-05-09 08:59:58,2,KT Rolster,Blue,0,1733,0.9694,-2411.0,-3311.0,-35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,20,17,3.9123,1.3849,10.0058,0.0,0.0,0.0
LOLTMNT01_380553,2026-05-09 08:59:58,2,BNK FEARX,Red,1,1733,0.9694,2411.0,3311.0,35.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20,8,47,3.7392,2.1812,10.9406,4.0,4.0,0.0
LOLTMNT01_379647,2026-05-09 10:15:45,1,HANJIN BRION,Blue,1,2059,0.5537,1102.0,1952.0,28.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13,7,30,3.8757,1.8358,11.3647,2.0,2.0,0.0
LOLTMNT01_379647,2026-05-09 10:15:45,1,Nongshim RedForce,Red,0,2059,0.5537,-1102.0,-1952.0,-28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6,13,16,3.8757,1.865,10.3157,3.0,3.0,0.0
LOLTMNT01_380657,2026-05-09 11:12:58,2,HANJIN BRION,Blue,1,1817,1.0237,20.0,979.0,42.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,18,13,35,3.9626,1.552,9.8074,1.0,1.0,0.0
LOLTMNT01_380657,2026-05-09 11:12:58,2,Nongshim RedForce,Red,0,1817,1.0237,-20.0,-979.0,-42.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13,18,36,3.4673,1.6511,10.0385,3.0,3.0,0.0
LOLTMNT01_382057,2026-05-10 08:09:29,1,T1,Blue,1,1531,0.9014,712.0,-18.0,13.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,14,9,29,3.3703,1.4108,9.0529,2.0,2.0,0.0
LOLTMNT01_382057,2026-05-10 08:09:29,1,Dplus Kia,Red,0,1531,0.9014,-712.0,18.0,-13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,14,18,3.096,1.4108,8.7394,1.0,1.0,0.0
LOLTMNT01_382071,2026-05-10 08:58:19,2,T1,Blue,1,2138,1.0384,-204.0,664.0,47.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,21,16,49,3.7325,1.6838,10.2152,4.0,4.0,0.0
LOLTMNT01_382071,2026-05-10 08:58:19,2,Dplus Kia,Red,0,2138,1.0384,204.0,-664.0,-47.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,21,38,3.6202,1.6838,10.0748,0.0,0.0,0.0
LOLTMNT01_382136,2026-05-10 10:31:52,1,Kiwoom DRX,Blue,1,1568,1.3776,-724.0,-1655.0,-3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,24,12,67,3.2143,1.6071,9.6811,4.0,4.0,0.0
LOLTMNT01_382136,2026-05-10 10:31:52,1,Hanwha Life Esports,Red,0,1568,1.3776,724.0,1655.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,24,28,3.5587,1.6071,9.8342,0.0,0.0,0.0
LOLTMNT01_382172,2026-05-10 11:20:52,2,Kiwoom DRX,Blue,0,1483,1.3756,-4700.0,-5101.0,-69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,26,14,2.9939,0.8092,7.0398,0.0,0.0,0.0
LOLTMNT01_382172,2026-05-10 11:20:52,2,Hanwha Life Esports,Red,1,1483,1.3756,4700.0,5101.0,69.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,26,8,48,3.0344,1.1733,8.6986,3.0,3.0,0.0
LOLTMNT01_382190,2026-05-10 12:06:37,3,Hanwha Life Esports,Blue,1,1532,1.4883,1521.0,-316.0,30.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,21,17,39,2.8198,1.2924,8.0679,3.0,3.0,0.0
LOLTMNT01_382190,2026-05-10 12:06:37,3,Kiwoom DRX,Red,0,1532,1.4883,-1521.0,316.0,-30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17,21,28,3.0548,0.9791,8.107,1.0,1.0,0.0
LOLTMNT01_384714,2026-05-13 08:06:21,1,T1,Blue,1,1450,1.1586,2468.0,2400.0,52.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,22,6,43,3.1448,1.4483,8.9379,2.0,2.0,0.0
LOLTMNT01_384714,2026-05-13 08:06:21,1,Nongshim RedForce,Red,0,1450,1.1586,-2468.0,-2400.0,-52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,22,11,3.269,1.3655,8.1931,1.0,1.0,0.0
LOLTMNT01_383765,2026-05-13 08:53:32,2,Nongshim RedForce,Blue,0,1876,1.1834,-1102.0,-2597.0,-33.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17,20,38,3.4542,1.2473,8.9872,2.0,2.0,0.0
LOLTMNT01_383765,2026-05-13 08:53:32,2,T1,Red,1,1876,1.1834,1102.0,2597.0,33.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,20,17,30,3.5181,1.3753,9.0832,2.0,2.0,0.0
LOLTMNT01_384771,2026-05-13 10:12:11,1,Dplus Kia,Blue,1,1548,0.8915,5504.0,3008.0,60.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18,5,29,3.1008,1.5116,9.4961,3.0,3.0,0.0
LOLTMNT01_384771,2026-05-13 10:12:11,1,DN SOOPers,Red,0,1548,0.8915,-5504.0,-3008.0,-60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,18,11,3.0233,1.3178,7.9457,0.0,0.0,0.0
LOLTMNT01_383870,2026-05-13 11:00:26,2,Dplus Kia,Blue,1,1575,0.4952,1901.0,2274.0,76.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9,4,20,3.7714,1.8286,10.8571,2.0,2.0,0.0
LOLTMNT01_383870,2026-05-13 11:00:26,2,DN SOOPers,Red,0,1575,0.4952,-1901.0,-2274.0,-76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,6,2.9333,1.3333,7.619,0.0,0.0,0.0
LOLTMNT01_387134,2026-05-14 08:07:03,1,BNK FEARX,Blue,0,1908,0.7233,740.0,537.0,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6,17,14,3.0189,1.6038,9.1195,1.0,1.0,0.0
LOLTMNT01_387134,2026-05-14 08:07:03,1,Gen.G,Red,1,1908,0.7233,-740.0,-537.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,17,6,54,4.0881,1.4465,9.8742,4.0,4.0,0.0
LOLTMNT01_388121,2026-05-14 09:00:54,2,BNK FEARX,Blue,0,1771,0.9486,-1257.0,-760.0,-12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8,20,17,3.2185,1.6601,8.7408,0.0,0.0,0.0
LOLTMNT01_388121,2026-05-14 09:00:54,2,Gen.G,Red,1,1771,0.9486,1257.0,760.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,20,8,39,3.9977,1.5584,9.7233,4.0,4.0,0.0
LOLTMNT01_387204,2026-05-14 10:15:56,1,Kiwoom DRX,Blue,0,1446,1.0788,-4739.0,-3349.0,-57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,23,7,2.6556,1.1618,7.4274,1.0,1.0,0.0
LOLTMNT01_387204,2026-05-14 10:15:56,1,KT Rolster,Red,1,1446,1.0788,4739.0,3349.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,3,51,3.278,1.2033,8.9212,2.0,2.0,0.0
LOLTMNT01_387218,2026-05-14 11:00:58,2,KT Rolster,Blue,0,1880,1.0532,-2252.0,-3286.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,22,29,3.383,1.4681,9.0319,0.0,0.0,0.0
LOLTMNT01_387218,2026-05-14 11:00:58,2,Kiwoom DRX,Red,1,1880,1.0532,2252.0,3286.0,44.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22,11,38,3.383,1.9468,10.5319,4.0,4.0,0.0
LOLTMNT01_388206,2026-05-14 11:54:30,3,Kiwoom DRX,Blue,0,2067,1.103,246.0,-405.0,29.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,16,22,35,3.0189,1.5675,8.6502,0.0,0.0,0.0
LOLTMNT01_388206,2026-05-14 11:54:30,3,KT Rolster,Red,1,2067,1.103,-246.0,405.0,-29.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,22,16,52,3.6284,1.3933,9.2308,4.0,4.0,0.0
LOLTMNT01_388455,2026-05-15 08:07:51,1,Hanwha Life Esports,Blue,1,2255,1.0643,382.0,970.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,23,17,48,3.8847,1.7827,9.6851,2.0,2.0,0.0
LOLTMNT01_388455,2026-05-15 08:07:51,1,Dplus Kia,Red,0,2255,1.0643,-382.0,-970.0,-23.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17,23,37,4.204,1.7827,10.6962,3.0,3.0,0.0
LOLTMNT01_387607,2026-05-15 09:08:46,2,Hanwha Life Esports,Blue,1,1510,0.9139,-1531.0,-423.0,35.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15,8,31,3.3377,1.1523,8.3841,2.0,2.0,0.0
LOLTMNT01_387607,2026-05-15 09:08:46,2,Dplus Kia,Red,0,1510,0.9139,1531.0,423.0,-35.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8,15,15,3.2185,1.351,8.4636,1.0,1.0,0.0
LOLTMNT01_388537,2026-05-15 10:22:39,1,HANJIN BRION,Blue,1,1631,1.0668,4309.0,3120.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,5,60,4.0466,1.3979,9.8222,4.0,4.0,0.0
LOLTMNT01_388537,2026-05-15 10:22:39,1,DN SOOPers,Red,0,1631,1.0668,-4309.0,-3120.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,24,14,3.3844,1.4715,8.6082,0.0,0.0,0.0
LOLTMNT01_387661,2026-05-15 11:12:17,2,DN SOOPers,Blue,0,1564,0.844,-1707.0,-960.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,18,6,3.1458,1.0358,7.8645,0.0,0.0,0.0
LOLTMNT01_387661,2026-05-15 11:12:17,2,HANJIN BRION,Red,1,1564,0.844,1707.0,960.0,-16.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18,4,40,3.5294,1.6496,9.821,4.0,4.0,0.0
LOLTMNT01_387874,2026-05-16 08:05:55,1,Gen.G,Blue,1,1634,1.2118,1514.0,2594.0,42.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24,9,49,3.929,1.6891,10.355,3.0,3.0,0.0
LOLTMNT01_387874,2026-05-16 08:05:55,1,T1,Red,0,1634,1.2118,-1514.0,-2594.0,-42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,24,24,3.2313,1.4688,8.519,1.0,1.0,0.0
LOLTMNT01_387878,2026-05-16 08:57:28,2,T1,Blue,1,3018,0.9543,1114.0,162.0,-24.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22,26,55,4.334,1.5905,10.4175,4.0,3.0,1.0
LOLTMNT01_387878,2026-05-16 08:57:28,2,Gen.G,Red,0,3018,0.9543,-1114.0,-162.0,24.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,26,22,64,3.9761,2.0875,11.7495,4.0,4.0,0.0
LOLTMNT01_387885,2026-05-16 10:10:31,3,T1,Blue,1,2008,1.3745,3934.0,2659.0,43.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,32,14,60,4.243,1.9721,10.9064,5.0,4.0,1.0
LOLTMNT01_387885,2026-05-16 10:10:31,3,Gen.G,Red,0,2008,1.3745,-3934.0,-2659.0,-43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,32,38,4.4821,1.5239,10.3088,0.0,0.0,0.0
LOLTMNT01_387927,2026-05-16 11:30:05,1,BNK FEARX,Blue,1,1935,1.0543,-2689.0,-1869.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,11,65,3.3798,1.5814,9.5194,2.0,2.0,0.0
LOLTMNT01_387927,2026-05-16 11:30:05,1,Nongshim RedForce,Red,0,1935,1.0543,2689.0,1869.0,26.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11,23,21,3.0078,1.2403,7.845,1.0,1.0,0.0
LOLTMNT01_387933,2026-05-16 12:25:03,2,BNK FEARX,Blue,1,2296,0.6794,-2319.0,-1835.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,14,12,35,3.6847,1.7509,10.0348,3.0,3.0,0.0
LOLTMNT01_387933,2026-05-16 12:25:03,2,Nongshim RedForce,Red,0,2296,0.6794,2319.0,1835.0,-14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12,14,18,3.3972,1.8554,9.4599,3.0,3.0,0.0
LOLTMNT01_390036,2026-05-17 08:05:58,1,KT Rolster,Blue,1,1801,1.266,1523.0,122.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,16,61,3.3648,1.6657,9.3282,2.0,2.0,0.0
LOLTMNT01_390036,2026-05-17 08:05:58,1,Hanwha Life Esports,Red,0,1801,1.266,-1523.0,-122.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,23,38,3.6646,1.799,9.6946,2.0,2.0,0.0
LOLTMNT01_390048,2026-05-17 08:58:43,2,KT Rolster,Blue,0,1589,1.1328,-3369.0,-2764.0,-71.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,23,16,3.5872,1.4726,8.4581,1.0,1.0,0.0
